participant,session_time,mem_nom,cond_1st,tree_behaviour,resource_distribution,trial,trial_number,bg_name,bg_type,loop,sample,t_absolute,secs_elapsed,sample_interval,flag,fruits,row,col,x,y
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,53,53,788.001006405572,4.5006653654553475,0.016022434164142396,0,5,,,-551.7000122070312,-319.9000244140625
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,54,54,788.0180000563024,4.517659016185803,0.016993650730455556,0,5,,,-553.0,-320.20001220703125
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,55,55,788.0349922408242,4.534651200707572,0.01699218452176865,0,5,,,-554.0,-316.20001220703125
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,56,56,788.0510196600977,4.550678619981113,0.016027419273541454,2,6,7.0,3.0,-556.2000122070312,-229.0
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,57,57,788.2850415054326,4.78470046531595,0.23402184533483705,2,7,8.0,1.0,-766.3999938964844,-302.5
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,58,58,788.5180235156398,5.017682475523202,0.23298201020725173,3,7,8.0,1.0,-762.6999969482422,-312.4000244140625
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,59,59,788.6350451416298,5.134704101513194,0.11702162598999166,2,8,6.0,1.0,-745.6000061035156,-84.5999755859375
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,60,60,788.8681022217164,5.367761181599803,0.23305708008660986,2,9,5.0,3.0,-550.0,-15.0
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,61,61,789.1012053407527,5.60086430063609,0.23310311903628644,2,10,5.0,5.0,-289.79998779296875,-23.29998779296875
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,62,62,789.3350946408317,5.834753600715089,0.23388930007899944,0,10,,,-261.5,-42.0999755859375
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,63,63,789.351140827575,5.8507997874584134,0.016046186743324142,2,11,6.0,7.0,-168.5,-92.0999755859375
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,64,64,789.5850488951238,6.084707855007196,0.23390806754878213,3,11,6.0,7.0,-137.0,-99.20001220703125
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,65,65,789.7010503331811,6.200709293064506,0.11600143805731022,1,11,6.0,9.0,45.70001220703125,-98.9000244140625
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,66,66,789.9350844946683,6.434743454551722,0.2340341614872159,1,11,5.0,10.0,154.5,14.0999755859375
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,67,67,790.1681360031622,6.667794963045594,0.23305150849387246,2,12,1.0,6.0,-193.0999755859375,361.8000030517578
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,68,68,790.401263461261,6.900922421144401,0.23312745809880653,1,12,1.0,9.0,53.4000244140625,390.6999969482422
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,69,69,790.6351533478233,7.1348123077067385,0.23388988656233778,0,12,,,189.0,401.5
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,70,70,790.6510910351316,7.150749995014962,0.015937687308223758,0,12,,,187.199951171875,408.0
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,71,71,790.6680797007526,7.167738660636019,0.016988665621056498,0,12,,,191.4000244140625,406.3999938964844
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,72,72,790.6850947581282,7.1847537180116205,0.017015057375601828,0,12,,,191.800048828125,405.8000030517578
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,73,73,790.7011133801503,7.200772340033723,0.016018622022102136,0,12,,,190.9000244140625,400.8999938964844
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,74,74,790.7180794661593,7.217738426042729,0.016966086009006176,3,12,1.0,9.0,35.70001220703125,398.3000030517578
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,75,75,790.8350940543481,7.334753014231524,0.11701458818879473,2,13,1.0,4.0,-494.1000061035156,433.5
P039,20191024143245,nom,patchy_1st,fade,patchy,tr06,6,leftpatchy_03,leftpatchy,76,76,791.0681484952594,7.56780745514277,0.23305444091124627,2,14,1.0,2.0,-645.2000122070312,406.5
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,1,1,795.9173404383847,0.0,,0,0,,,-23.5999755859375,-37.5999755859375
P039,20191024143245,nom,patchy_1st,fade,patchy,tr07,7,leftpatchy_10,leftpatchy,2,2,795.9353293515018,0.017988913117051197,0.017988913117051197,0,0,,,-25.0999755859375,-38.79998779296875
