participant,session_time,mem_nom,cond_1st,tree_behaviour,resource_distribution,trial,trial_number,bg_name,bg_type,loop,sample,t_absolute,secs_elapsed,sample_interval,flag,fruits,row,col,x,y
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,1,1,659.069044641946,0.0,,0,0,,,-17.70001220703125,32.0
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,2,2,659.1026310819798,0.03358644003378686,0.03358644003378686,0,0,,,-19.9000244140625,33.79998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,3,3,659.1367479962793,0.06770335433327546,0.0341169142994886,0,0,,,-19.29998779296875,31.899993896484375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,4,4,659.1697080720061,0.10066343006008083,0.03296007572680537,0,0,,,-168.9000244140625,69.89999389648438
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,5,5,659.2027974673299,0.1337528253839082,0.033089395323827375,2,1,4.0,5.0,-335.0,77.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,6,6,659.4198329929774,0.35078835103138317,0.21703552564747497,0,1,,,-43.79998779296875,41.600006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,7,7,659.4528050916146,0.38376044966855716,0.032972098637173985,0,1,,,-250.0,47.100006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,8,8,659.4858012360725,0.41675659412646837,0.032996144457911214,3,1,4.0,5.0,-326.5,53.899993896484375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,9,9,659.6198261897696,0.5507815478235898,0.13402495369712142,3,1,4.0,5.0,-327.29998779296875,37.20001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,10,10,659.7527884354851,0.6837437935390653,0.13296224571547555,0,1,,,-333.79998779296875,27.5
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,11,11,659.785802174446,0.7167575324999689,0.03301373896090354,0,1,,,-333.0999755859375,29.5
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,12,12,659.8188050634633,0.7497604215172942,0.03300288901732529,0,1,,,-332.29998779296875,28.100006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,13,13,659.8527642137192,0.7837195717731902,0.03395915025589602,0,1,,,-329.9000244140625,30.399993896484375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,14,14,659.8857802986139,0.8167356566679018,0.03301608489471164,0,1,,,-333.9000244140625,31.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,15,15,659.9187609012607,0.8497162593147323,0.03298060264683045,0,1,,,160.699951171875,32.100006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,16,16,659.9528121294157,0.8837674874697541,0.03405122815502182,0,1,,,147.800048828125,36.600006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,17,17,659.9857865739866,0.9167419320406225,0.0329744445708684,0,1,,,147.199951171875,34.70001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,18,18,660.0187824252027,0.9497377832567508,0.03299585121612836,0,1,,,147.5,33.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,19,19,660.0527896671002,0.983745025154235,0.034007241897484164,0,1,,,147.5999755859375,39.600006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,20,20,660.0858028195777,1.0167581776316865,0.03301315247745151,0,1,,,149.0,40.0
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,21,21,660.1188142126049,1.0497695706588956,0.033011393027209124,0,1,,,149.9000244140625,39.100006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,22,22,660.1527894911552,1.0837448492092108,0.033975278550315124,0,1,,,151.0,42.0
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,23,23,660.185773319461,1.1167286775149705,0.032983828305759744,0,1,,,149.0,42.5
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,24,24,660.2187891111139,1.1497444691678993,0.03301579165292878,0,1,,,150.9000244140625,45.100006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,25,25,660.2528048570211,1.1837602150751536,0.03401574590725431,0,1,,,150.0,45.399993896484375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,26,26,660.2858526120212,1.2168079700752514,0.03304775500009782,1,1,4.0,11.0,215.5999755859375,43.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,27,27,660.5017729394198,1.4327282974737727,0.2159203273985213,3,1,4.0,11.0,214.5999755859375,41.5
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,28,28,660.6358333753647,1.5667887334186616,0.13406043594488892,3,1,4.0,11.0,257.4000244140625,70.70001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,29,29,660.7688331560198,1.6997885140738163,0.1329997806551546,3,1,4.0,11.0,255.5,73.10000610351562
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,30,30,660.9018006800861,1.8327560381401327,0.1329675240663164,3,1,4.0,11.0,256.0,74.39999389648438
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,31,31,661.0348283187044,1.9657836767584058,0.13302763861827316,2,2,7.0,11.0,241.0,-146.79998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,32,32,661.2518453701238,2.1828007281777673,0.21701705141936145,3,2,7.0,11.0,247.199951171875,-161.9000244140625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,33,33,661.3848551209974,2.315810479051379,0.13300975087361167,3,2,7.0,11.0,246.5999755859375,-162.9000244140625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,34,34,661.5178417057753,2.448797063829261,0.13298658477788194,3,2,7.0,11.0,185.4000244140625,-204.20001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,35,35,661.6518493582112,2.582804716265173,0.13400765243591195,2,3,7.0,5.0,-347.20001220703125,-162.4000244140625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,36,36,661.8598075865151,2.79076294456911,0.20795822830393718,3,3,7.0,5.0,-354.5,-178.9000244140625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,37,37,661.9939750556865,2.924930413740526,0.1341674691714161,3,3,7.0,5.0,-352.0,-176.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,38,38,662.1272759955849,3.0582313536389165,0.13330093989839042,3,3,7.0,5.0,-351.29998779296875,-177.4000244140625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,39,39,662.2606006880624,3.191556046116375,0.13332469247745848,0,3,,,273.4000244140625,-26.5999755859375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,40,40,662.2939856710367,3.224941029090701,0.033384982974325794,0,3,,,268.0999755859375,-31.0999755859375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,41,41,662.3272712450691,3.2582266031231484,0.033285574032447585,0,3,,,268.0,-34.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,42,42,662.3606260241467,3.291581382200661,0.03335477907751283,0,3,,,266.5999755859375,-38.0999755859375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,43,43,662.3939523587777,3.324907716831717,0.03332633463105594,3,3,4.0,11.0,249.4000244140625,81.70001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,44,44,662.527251245984,3.4582066040379686,0.1332988872062515,3,3,4.0,11.0,244.699951171875,60.70001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,45,45,662.660599104557,3.591554462611043,0.13334785857307452,3,3,4.0,11.0,242.5999755859375,58.600006103515625
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,46,46,662.7939452036798,3.7249005617337616,0.13334609912271844,3,3,4.0,11.0,247.0999755859375,87.79998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,47,47,662.9273367552686,3.858292113322591,0.13339155158882932,3,3,4.0,11.0,247.699951171875,86.10000610351562
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,48,48,663.0605790468236,3.991534404877598,0.1332422915550069,3,3,4.0,11.0,248.9000244140625,82.20001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,49,49,663.1939556430849,4.124911001138912,0.13337659626131426,3,3,4.0,5.0,-310.0,71.0
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,50,50,663.3272398682054,4.258195226259431,0.1332842251205193,3,3,4.0,5.0,-308.9000244140625,69.70001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,51,51,663.4606138252913,4.391569183345268,0.133373957085837,3,3,4.0,5.0,-311.5,67.39999389648438
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,52,52,663.5939021557957,4.5248575138497245,0.1332883305044561,3,3,4.0,5.0,-308.70001220703125,62.5
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,53,53,663.7272230361309,4.658178394184915,0.13332088033519085,0,3,,,-355.5,26.0
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,54,54,663.7605786949335,4.691534052987549,0.033355658802634025,0,3,,,-352.70001220703125,25.5
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,55,55,663.7938827431941,4.72483810124811,0.0333040482605611,0,3,,,-353.5999755859375,25.29998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,56,56,663.8272187548018,4.758174112855841,0.03333601160773014,0,3,,,-351.29998779296875,27.0999755859375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,57,57,663.8605943540413,4.791549712095275,0.03337559923943445,0,3,,,-354.79998779296875,26.0
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,58,58,663.8938863793913,4.824841737445354,0.0332920253500788,0,3,,,-355.0999755859375,28.399993896484375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,59,59,663.9272112478138,4.8581666058678366,0.03332486842248272,3,3,7.0,5.0,-323.79998779296875,-159.70001220703125
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,60,60,664.060593122426,4.991548480479992,0.13338187461215512,3,3,7.0,5.0,-330.29998779296875,-194.79998779296875
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,61,61,664.1938691367784,5.12482449483241,0.13327601435241831,3,3,7.0,5.0,-327.9000244140625,-196.0999755859375
P031,20191022121424,nom,patchy_1st,fade,practice,tr-1,-1,practice_01,practice,62,62,664.3272381087551,5.258193466809075,0.1333689719766653,0,3,,,-141.0,-185.5999755859375
